       y1    y2    y3   y4    y5    y6
131 114.8 118.8 120.9 58.4 119.7 135.9
132 122.5 122.3 116.7 57.4 128.1 147.3
133 105.9 105.6 129.3 69.5 123.6 136.6
134 108.0 111.3 116.9 53.8 117.8 129.6
135 114.4 111.7 116.3 54.3 120.2 130.1
136 117.9 112.9 119.1 54.2 117.9 134.8
137 110.7 113.9 114.5 53.0 120.1 124.5
138 112.3 110.4 116.8 52.0 121.0 133.4
139 110.9 110.0 116.7 53.4 115.4 133.0
140 126.6 127.0 135.2 60.6 128.6 149.6
141 116.2 115.2 117.8 60.8 123.1 136.8
142 117.2 117.8 123.1 61.8 122.1 140.8
143 114.5 113.2 119.8 50.3 120.6 135.1
144 126.2 118.7 114.6 55.1 126.3 146.7
145 118.7 123.1 131.6 61.8 123.9 139.7
146 116.2 111.5 112.9 54.0 114.7 134.2
147 113.9 100.6 124.0 60.3 118.7 140.7
148 114.4 113.7 123.3 63.2 125.5 145.5
149 114.5 119.3 130.6 61.7 123.6 138.5
150 113.3 115.9 116.1 53.5 127.2 136.5
151 120.7 114.6 124.1 53.2 127.5 139.1
152 119.1 115.3 116.6 53.5 128.2 142.6
153 113.2 107.7 122.0 60.6 119.4 124.2
154 113.7 110.0 131.0 63.5 117.3 134.6
155 116.3 119.3 116.6 57.3 122.0 141.6
156 117.6 117.8 122.5 59.9 119.4 136.3
157 114.8 115.0 115.2 58.9 122.5 135.2
158 127.3 123.9 130.3 59.8 128.3 138.7
159 130.5 125.5 127.4 62.1 130.1 153.3
160 110.4 105.4 122.1 56.2 114.6 122.8
161 108.5 105.4 119.1 59.4 120.4 134.7
162 121.6 112.1 126.5 60.6 122.7 142.9
163 117.9 115.2 139.1 59.6 125.5 141.3
164 112.7 111.5 114.9 53.5 113.9 132.6
165 121.8 119.0 116.9 56.5 120.1 139.2
166 118.5 120.0 129.8 59.5 127.8 150.5
167 118.3 120.0 127.5 56.6 122.0 139.4
168 117.9 114.4 116.4 56.7 123.1 136.3
169 114.2 110.0 121.9 57.5 116.1 126.5
170 122.4 122.7 128.4 58.3 131.7 148.1
171 114.1 109.3 124.4 62.8 120.8 133.4
172 114.6 118.0 112.8 55.6 118.5 135.6
173 113.6 114.6 127.1 60.8 123.8 143.1
174 111.3 116.7 117.7 51.2 125.7 141.9
175 111.4 120.4 112.1 56.4 120.3 137.1
176 119.9 114.4 128.8 69.1 124.9 144.3
177 116.1 118.9 128.3 55.8 123.7 139.7
178 119.7 118.2 113.5 59.5 127.0 146.5
179 105.8 106.7 131.2 61.3 123.7 144.3
180 116.7 118.7 128.2 55.8 121.2 143.9
181 106.4 107.3 122.9 57.6 122.3 132.9
182 112.2 121.3 130.1 65.3 120.3 137.9
183 114.8 117.3 130.3 60.9 125.6 137.4
184 110.0 117.4 114.1 54.8 124.8 135.1
185 121.5 121.6 125.4 59.5 128.5 144.7
186 119.8 119.4 119.6 53.9 122.3 143.6
187 107.7 108.4 125.1 62.3 122.7 137.2
188 118.4 115.7 121.1 57.8 124.9 140.5
189 119.8 113.9 132.0 60.8 122.4 137.6
190 114.1 112.8 119.3 52.7 114.2 136.9
191 117.7 121.8 120.0 59.1 122.6 138.3
192 111.1 117.7 117.7 60.2 124.6 139.2
193 111.1 117.7 117.7 59.1 124.7 141.9
194 128.1 118.3 129.4 61.0 134.7 148.6
195 120.4 118.7 126.4 59.4 133.1 147.1
196 112.9 112.0 123.5 57.2 121.3 133.3
197 118.2 114.4 114.8 55.3 126.1 149.1
198 119.0 112.7 129.1 62.0 127.6 146.6
199 111.8 116.0 117.8 60.9 114.4 128.7
200 116.6 111.4 115.6 60.9 117.8 137.4
